ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
IT7GCKW,1/12/2016,M,M,1982,Gamora,politicians,-1,2,3,-1,2,10,-1,9,9,10,10,5,-1,7,10,4,5,5,10,5,-1,10,-1,-1,2,7,1
9LKG3ED,1/3/2019,M,M,1978,Spider-Man,politicians,10,1,-1,8,-1,10,5,-1,9,4,1,5,-1,-1,-1,10,-1,10,0,4,-1,2,10,8,10,1,10
WIJUGLF,1/9/2018,M,M,1980,Thanos,shopkeepers,-1,6,4,7,2,10,10,0,-1,-1,10,0,0,-1,9,3,10,8,10,7,3,10,6,-1,5,-1,6
W7IBV6S,1/8/2015,M,M,1982,Iron Man,hotel/restaurant,10,3,10,9,0,-1,10,3,1,7,2,4,8,3,3,2,8,3,0,6,2,3,-1,10,3,3,-1
4HDM8KH,1/12/2018,M,M,1970,Thanos,politicians,4,-1,7,3,0,10,6,6,3,6,10,5,-1,6,-1,5,-1,9,10,-1,5,10,-1,-1,7,-1,3
SC1W0PJ,1/3/2018,F,M,1988,Thor,politicians,-1,-1,8,10,-1,4,-1,10,-1,-1,-1,-1,7,4,0,-1,10,3,-1,4,2,10,8,0,0,-1,7
HBZB5XF,1/9/2014,M,U,1990,Captain America,hotel/restaurant,-1,9,6,7,10,1,-1,7,10,-1,8,-1,10,1,6,4,10,4,10,7,-1,7,-1,6,5,0,1
KO1IGF4,1/6/2017,F,M,1978,Black Widow,hotel/restaurant,8,2,2,-1,-1,3,-1,-1,-1,-1,6,-1,-1,6,10,1,-1,9,-1,7,-1,6,10,10,-1,10,-1
WRA33UC,1/10/2017,M,M,1990,Groot,shopkeepers,0,-1,3,7,2,3,10,-1,8,10,3,2,-1,-1,10,-1,5,-1,-1,8,10,8,7,4,6,-1,-1
GJQOW52,1/3/2019,M,M,1985,Black Widow,politicians,1,9,2,-1,-1,1,-1,3,-1,7,7,-1,1,4,7,-1,-1,6,2,-1,3,6,7,10,1,7,-1
6UJ8OFY,1/5/2018,M,M,1979,Spider-Man,shopkeepers,-1,2,3,5,5,6,-1,10,2,-1,8,9,5,9,5,10,4,5,-1,9,-1,4,10,2,-1,0,10
NAERCIQ,1/6/2013,M,U,1993,Iron Man,politicians,10,3,10,-1,-1,-1,10,-1,-1,5,-1,3,3,5,10,1,-1,2,-1,0,9,0,-1,-1,-1,10,-1
KVK9S5F,1/4/2018,M,M,1982,Groot,shopkeepers,10,10,2,-1,3,-1,4,1,5,10,0,9,-1,-1,10,3,-1,4,-1,3,4,-1,5,1,3,6,0
V8KZUPL,1/9/2016,F,M,1975,Black Widow,politicians,-1,-1,-1,8,2,-1,5,5,9,-1,10,6,3,1,5,9,10,7,6,2,-1,6,6,10,-1,-1,3
4UNPIXY,1/1/2012,M,U,1961,Iron Man,politicians,10,-1,10,9,-1,8,10,3,4,6,10,5,9,6,-1,-1,5,2,5,-1,1,5,1,-1,2,10,9
7L37O47,1/6/2015,M,M,1984,Captain America,politicians,10,7,9,9,10,9,-1,-1,10,-1,9,8,10,-1,8,1,-1,1,-1,10,-1,-1,-1,1,-1,-1,2
JD87291,1/9/2018,M,M,1964,Iron Man,politicians,10,1,10,8,6,-1,10,3,2,-1,1,-1,-1,-1,-1,-1,5,-1,2,10,-1,9,-1,10,6,8,1
8C1VHJP,1/11/2017,M,M,1979,Iron Man,politicians,10,2,10,10,7,-1,10,5,5,4,-1,5,2,-1,1,2,6,7,0,1,6,6,2,5,2,-1,8
UG3TT57,1/5/2019,M,M,1983,Spider-Man,shopkeepers,-1,6,3,9,0,0,1,7,-1,10,6,10,7,7,6,10,7,4,-1,6,9,-1,10,7,7,8,10
NR014XN,1/1/2020,M,M,1978,Pepper Potts,hotel/restaurant,10,5,10,-1,2,4,10,6,3,0,-1,-1,4,-1,6,4,0,4,9,2,0,-1,7,0,9,-1,8
WNWA68L,1/5/2017,M,M,1970,Iron Man,shopkeepers,10,8,10,7,-1,-1,10,-1,-1,-1,-1,5,8,0,8,-1,-1,9,8,4,6,5,-1,0,8,2,-1
2JJMGHK,1/10/2018,F,M,1961,Spider-Man,politicians,9,5,2,-1,9,-1,0,8,-1,8,-1,9,0,-1,-1,10,5,-1,-1,10,-1,4,10,6,-1,4,10
MQXVWH4,1/3/2020,M,M,1967,Ant-Man,politicians,-1,5,6,0,5,6,-1,7,8,10,0,10,1,9,0,-1,3,-1,0,10,-1,7,6,5,-1,1,3
81WAEH4,1/5/2019,M,M,1974,Thanos,politicians,8,9,6,2,9,10,1,-1,6,7,10,10,3,-1,3,-1,6,1,10,-1,9,10,9,-1,3,0,-1
VCNFJ8R,1/4/2011,M,U,1981,Iron Man,politicians,10,-1,10,2,9,8,10,-1,-1,2,-1,8,5,5,4,-1,-1,10,5,-1,-1,6,0,3,3,-1,7
64IB2NX,1/10/2018,M,M,1970,Captain America,hotel/restaurant,2,6,8,4,10,10,-1,-1,10,8,8,0,10,2,-1,2,10,0,3,4,9,-1,8,3,-1,8,10
S7L106O,1/12/2017,F,S,1972,Loki,politicians,-1,-1,0,10,4,0,10,10,0,8,-1,5,-1,-1,0,-1,10,-1,-1,5,6,-1,3,-1,3,7,7
8M8Z004,1/2/2019,M,M,1979,Black Widow,politicians,9,5,10,3,-1,9,8,-1,-1,-1,9,8,-1,5,8,4,-1,0,-1,0,-1,-1,7,10,4,2,2
84V4F2B,1/1/2020,F,M,1973,Captain America,politicians,7,5,10,-1,10,4,0,7,10,10,-1,5,10,8,-1,-1,-1,4,-1,5,1,10,4,-1,-1,-1,0
KAWKIH9,1/1/2013,M,U,1982,Groot,politicians,-1,-1,1,0,10,0,3,5,6,10,-1,-1,-1,10,10,-1,4,4,0,-1,2,-1,-1,8,9,1,7
UCNO1OA,1/11/2017,M,M,1976,Pepper Potts,politicians,10,-1,10,0,2,4,10,4,7,-1,-1,-1,-1,7,8,0,1,-1,4,0,5,-1,-1,-1,2,10,10
3HE439Z,1/10/2018,M,M,1990,Groot,politicians,2,0,-1,-1,6,4,2,4,-1,10,1,8,3,-1,10,2,-1,5,1,9,8,-1,-1,4,5,9,3
XX9ZFV6,1/6/2018,F,M,1970,Spider-Man,shopkeepers,10,7,9,3,-1,10,7,10,4,1,1,3,8,9,1,10,-1,4,6,9,-1,1,10,2,-1,2,10
VH2FM6F,1/6/2015,M,M,1979,Black Widow,politicians,-1,-1,0,5,-1,10,9,-1,-1,-1,4,10,4,-1,-1,10,-1,10,10,8,-1,3,-1,10,6,6,6
O8R7ZUA,1/11/2019,M,M,1999,Black Widow,politicians,1,9,8,8,4,9,7,7,5,7,6,7,2,3,10,-1,-1,8,8,-1,0,1,2,10,2,2,3
QX0HIOP,1/4/2019,M,M,1998,Spider-Man,politicians,0,0,1,6,9,-1,8,-1,-1,-1,0,6,-1,9,-1,10,7,7,5,0,7,2,10,8,3,10,10
H8TETSG,1/11/2013,M,U,1988,Iron Man,politicians,10,7,10,9,2,-1,10,-1,-1,2,8,3,3,-1,-1,4,-1,-1,6,-1,1,2,9,-1,6,0,-1
0HMO0R3,1/7/2020,M,M,1978,Black Widow,hotel/restaurant,-1,0,0,-1,4,9,0,4,10,3,6,4,0,1,10,2,-1,8,4,-1,5,-1,-1,10,10,5,4
O6DKMOW,1/1/2019,F,M,1989,Thanos,politicians,-1,9,-1,10,4,10,6,10,9,8,10,9,1,-1,4,4,3,4,10,6,3,10,1,3,8,1,-1
BIUYNBC,1/6/2017,M,M,1984,Iron Man,shopkeepers,10,-1,10,6,9,-1,10,-1,7,6,6,7,6,9,8,5,6,-1,5,8,-1,0,-1,-1,0,-1,4
D0KLJXI,1/1/2019,M,M,1975,Black Widow,politicians,-1,8,-1,3,1,-1,3,7,9,-1,-1,2,1,5,8,8,2,-1,-1,-1,10,-1,9,10,-1,0,-1
FUDVOCA,1/5/2020,M,M,1985,Captain America,hotel/restaurant,2,-1,4,-1,10,9,-1,2,10,10,1,-1,10,6,0,-1,-1,5,2,3,10,7,3,10,-1,9,3
98DA7SN,1/6/2014,M,M,1973,Iron Man,hotel/restaurant,10,-1,10,-1,8,-1,10,7,-1,8,-1,8,5,9,-1,-1,-1,2,6,2,-1,0,-1,7,-1,9,10
SILOAH4,1/10/2018,M,M,1973,Spider-Man,politicians,8,0,-1,3,-1,10,2,-1,10,-1,2,3,5,-1,7,10,-1,-1,-1,9,0,-1,10,-1,-1,3,10
2AZXKWZ,1/2/2014,M,M,1976,Iron Man,hotel/restaurant,10,-1,10,2,-1,6,10,2,2,4,-1,4,9,0,0,1,4,8,3,-1,1,4,9,2,-1,-1,6
TTZI43N,1/2/2018,M,M,1973,Black Widow,politicians,0,8,2,-1,3,-1,3,-1,-1,2,-1,9,3,10,4,9,-1,1,6,3,4,8,1,10,10,2,-1
WRS40EC,1/9/2018,M,M,1983,Black Widow,freelancers,-1,5,0,3,-1,-1,-1,0,-1,6,6,0,8,-1,7,-1,-1,3,2,6,-1,5,-1,10,-1,3,6
82UUPYF,1/7/2017,M,M,1970,Black Widow,hotel/restaurant,-1,3,9,7,5,9,-1,8,9,-1,8,8,7,0,-1,4,2,10,6,0,5,-1,6,10,3,7,-1
QOYZ31P,1/9/2018,M,M,1988,Black Widow,politicians,5,-1,3,0,-1,-1,-1,2,-1,-1,6,10,9,0,-1,1,5,-1,-1,5,-1,2,8,10,9,7,-1
E8US7TX,1/10/2019,M,M,1975,Black Widow,politicians,0,4,-1,-1,-1,-1,10,9,3,0,7,-1,9,-1,6,2,9,10,2,-1,6,-1,4,10,4,-1,2
JE2V3RO,1/10/2018,F,S,1968,Thanos,politicians,6,-1,1,10,-1,10,3,-1,8,-1,10,-1,10,9,2,-1,8,-1,10,10,0,10,2,5,-1,4,4
0901IL9,1/8/2019,F,M,1983,Iron Man,hotel/restaurant,10,3,10,9,7,0,10,5,7,10,1,5,-1,-1,7,6,1,3,3,0,8,10,4,-1,6,10,6
N7WTLMM,1/6/2020,M,U,1959,Iron Man,politicians,10,-1,10,2,0,-1,10,-1,3,-1,7,4,1,-1,10,2,4,2,3,10,9,0,6,0,-1,10,-1
Z6038OB,1/4/2018,F,M,1977,Iron Man,shopkeepers,10,6,10,7,7,10,10,8,8,-1,5,6,7,8,-1,9,-1,0,1,-1,1,9,-1,3,-1,0,5
GDN8QM0,1/7/2017,M,S,1994,Iron Man,politicians,10,7,10,-1,6,9,10,4,0,-1,6,-1,2,5,7,-1,8,5,-1,2,5,5,-1,-1,-1,-1,-1
UZR2Y1G,1/10/2018,M,M,1966,Groot,shopkeepers,4,6,10,0,-1,10,8,-1,7,10,7,9,6,1,10,5,2,-1,0,10,8,7,-1,0,5,8,5
AJGHGVV,1/7/2017,M,M,1980,Captain America,hotel/restaurant,0,-1,8,-1,10,0,9,8,10,6,-1,3,10,9,5,9,5,0,-1,3,4,7,-1,6,7,6,-1
O7OOGAP,1/9/2017,F,U,1978,Pepper Potts,politicians,10,-1,10,1,-1,5,10,1,-1,4,1,3,4,1,1,4,7,6,7,5,6,7,3,1,6,1,4
1W1TEHG,1/1/2019,M,M,1984,Spider-Man,hotel/restaurant,0,9,0,1,10,-1,10,6,9,1,-1,8,-1,-1,2,10,9,0,9,5,2,4,10,-1,-1,-1,10
HIIS1C4,1/3/2018,M,M,1984,Iron Man,politicians,10,-1,10,0,1,-1,10,1,1,-1,6,-1,5,2,4,7,-1,9,-1,0,-1,-1,6,-1,4,9,9
YOBZBRL,1/11/2019,F,M,1981,Spider-Man,politicians,5,8,7,4,-1,4,5,-1,9,-1,6,9,3,3,7,10,0,3,-1,0,3,-1,10,-1,2,-1,10
9G72BFM,1/3/2020,M,M,1972,Ant-Man,politicians,1,-1,5,4,10,1,2,3,-1,4,3,10,6,-1,-1,1,6,-1,10,10,-1,-1,10,10,7,-1,8
44Q46WB,1/4/2015,F,M,1975,Black Widow,politicians,1,10,-1,-1,6,8,0,6,-1,5,8,1,6,-1,4,5,6,-1,10,4,10,-1,4,10,-1,-1,2
U8NSJZE,1/5/2018,F,M,1978,Groot,shopkeepers,10,-1,-1,4,-1,0,-1,-1,-1,10,10,-1,10,8,10,0,8,7,0,-1,-1,5,3,10,7,8,7
8U8X4AJ,1/8/2016,F,W,1964,Groot,politicians,2,7,2,-1,8,-1,8,1,-1,10,7,2,4,9,10,9,4,1,-1,0,2,9,10,-1,4,-1,2
7HN2C31,1/11/2017,M,M,1987,Spider-Man,politicians,10,4,6,3,-1,1,1,3,10,0,5,-1,-1,6,8,10,-1,-1,8,-1,4,-1,10,6,-1,1,10
9SWNRRX,1/1/2017,F,W,1968,Spider-Man,politicians,-1,6,7,-1,-1,8,-1,0,8,9,9,4,3,2,9,10,6,7,8,-1,-1,9,10,1,-1,9,10
FOF5K65,1/7/2012,M,U,1979,Iron Man,politicians,10,7,10,-1,8,9,10,-1,-1,-1,-1,2,1,2,4,2,-1,10,7,8,-1,7,-1,2,-1,-1,0
2OBPT2Y,1/4/2020,M,M,1993,Captain America,hotel/restaurant,-1,0,2,-1,10,0,10,-1,10,-1,10,4,10,-1,6,0,2,-1,7,0,-1,-1,4,7,2,7,1
IIYM224,1/10/2019,M,M,1969,Captain America,politicians,7,-1,-1,-1,10,0,6,4,10,10,4,9,10,5,-1,4,10,10,3,-1,10,-1,10,-1,3,9,0
TBK6U1S,1/6/2019,M,M,1963,Groot,freelancers,10,9,0,-1,-1,6,0,10,8,10,0,5,5,3,10,4,6,1,-1,-1,-1,7,3,3,1,2,2
C47A4S5,1/2/2020,F,M,1985,Thanos,politicians,2,-1,9,2,8,10,-1,1,0,5,10,5,0,-1,7,6,0,5,10,-1,6,10,-1,-1,-1,-1,6
WJT53FU,1/6/2018,F,W,1961,Spider-Man,shopkeepers,-1,1,8,1,-1,-1,-1,0,4,6,2,-1,1,-1,4,10,-1,8,0,-1,0,-1,10,3,-1,7,10
GYY3N47,1/4/2018,F,S,1973,Iron Man,shopkeepers,10,-1,10,6,6,3,10,3,3,3,10,-1,10,5,4,6,-1,-1,6,-1,-1,0,-1,0,1,5,7
T6LJ5S6,1/6/2017,M,M,1978,Spider-Man,shopkeepers,2,10,1,10,10,-1,5,-1,8,6,0,-1,7,3,4,10,-1,0,8,9,10,-1,10,3,1,6,10
F4RIQGT,1/1/2020,M,M,1989,Spider-Man,politicians,6,-1,1,8,7,3,1,-1,5,-1,-1,-1,1,3,8,10,-1,-1,8,-1,-1,1,10,10,6,10,10
NQHKDNF,1/6/2019,M,D,1978,Iron Man,politicians,10,10,10,-1,-1,-1,10,-1,7,-1,8,8,2,6,8,1,2,0,3,-1,2,-1,-1,-1,-1,4,-1
YN9AEEQ,1/8/2018,M,M,1996,Spider-Man,politicians,8,3,2,6,5,2,6,10,-1,10,-1,4,-1,1,3,10,8,4,-1,8,9,7,10,4,-1,6,10
04NH6X3,1/7/2018,M,M,1975,Black Widow,politicians,5,9,-1,8,-1,1,9,-1,-1,5,-1,8,9,2,-1,-1,-1,8,-1,6,4,0,-1,10,1,-1,6
8AAFXKO,1/11/2017,M,M,1972,Iron Man,shopkeepers,10,8,10,-1,1,-1,10,4,4,5,4,1,-1,9,-1,0,-1,-1,9,2,0,6,9,2,4,1,5
EBXCIZ5,1/6/2019,M,M,1990,Spider-Man,politicians,-1,9,-1,-1,-1,5,-1,1,0,8,2,-1,4,7,-1,10,-1,-1,10,10,7,-1,10,-1,3,1,10
6X99I2I,1/8/2018,F,S,1962,Captain America,politicians,10,6,-1,-1,10,-1,0,-1,10,-1,0,6,10,8,3,7,0,-1,-1,0,2,2,-1,-1,5,1,2
K9WJCQY,1/6/2020,M,M,1978,Captain America,politicians,-1,-1,-1,-1,10,-1,6,9,10,-1,-1,-1,10,4,10,4,7,7,-1,3,10,-1,2,6,6,-1,4
Q6ID53M,1/11/2015,F,M,1972,Captain America,politicians,5,10,7,4,10,-1,1,-1,10,2,5,0,10,9,2,8,3,-1,7,10,5,1,-1,4,9,3,-1
4JFK0GZ,1/8/2019,M,M,1997,Thanos,politicians,4,6,6,4,10,10,10,-1,7,10,10,4,-1,0,-1,4,0,-1,10,9,10,10,-1,5,9,2,-1
8HRXDDE,1/8/2018,F,M,1969,Iron Man,politicians,10,-1,10,4,-1,-1,10,4,-1,-1,2,-1,-1,10,0,-1,5,7,8,-1,-1,8,5,7,-1,-1,1
2QLHXAN,1/4/2017,F,S,1974,Ant-Man,politicians,7,-1,5,-1,1,-1,9,7,6,5,7,10,4,-1,4,7,0,4,2,10,7,-1,1,-1,1,1,4
ALCH34N,1/1/2019,M,M,1985,Thanos,politicians,10,6,3,-1,-1,10,7,-1,2,-1,10,-1,0,4,4,7,4,8,10,8,-1,10,-1,3,7,7,-1
UQ4E2QJ,1/9/2019,F,S,1963,Captain America,politicians,6,7,4,6,10,7,4,3,10,10,4,1,10,-1,0,8,6,8,8,5,3,1,-1,8,7,-1,2
EXWHHMJ,1/2/2018,M,U,1996,Groot,politicians,6,3,1,-1,7,3,10,0,5,10,4,-1,0,-1,10,4,2,8,8,0,7,4,-1,-1,9,6,-1
KR8JCTW,1/5/2019,M,M,1995,Thor,politicians,0,1,9,10,1,7,-1,10,10,4,7,3,-1,1,-1,8,10,-1,8,3,-1,-1,6,10,-1,-1,4
AZARGVS,1/12/2019,F,S,1976,Doctor Strange,politicians,-1,8,0,6,2,7,-1,10,8,7,3,4,5,10,6,2,7,-1,0,6,9,-1,2,5,9,5,1
6V9ZBHG,1/5/2019,M,M,1968,Groot,politicians,-1,3,10,2,2,7,7,0,1,10,-1,3,0,3,10,-1,4,4,-1,4,8,6,0,4,-1,5,-1
LBGBTY9,1/3/2019,M,M,1971,Groot,politicians,6,-1,1,9,6,7,-1,7,3,10,-1,8,8,9,10,1,4,9,8,2,3,7,8,-1,4,3,6
BVDGPW3,1/2/2018,M,M,1980,Black Widow,shopkeepers,9,9,-1,-1,-1,0,4,3,2,5,-1,7,5,3,-1,6,-1,-1,2,1,-1,-1,7,10,10,7,5
GQNRBN4,1/6/2018,M,M,1994,Black Widow,politicians,-1,0,4,1,0,6,-1,0,-1,-1,3,-1,8,3,3,-1,-1,2,9,3,9,3,10,10,10,-1,2
7INF3U7,1/2/2019,F,S,1978,Iron Man,politicians,10,-1,10,-1,4,10,10,6,-1,7,2,1,6,8,4,6,7,-1,9,-1,7,9,8,8,0,-1,6
1A42FSV,1/6/2020,M,M,1988,MJ,shopkeepers,7,0,4,-1,7,2,-1,7,5,4,1,9,1,-1,-1,10,-1,9,-1,-1,-1,0,10,9,-1,-1,10
54EFVON,1/4/2020,F,M,1975,Thanos,politicians,-1,10,-1,-1,-1,10,1,-1,9,8,10,10,-1,7,2,7,1,9,10,-1,9,10,2,-1,-1,0,7
6P864DJ,1/12/2017,M,M,1977,Loki,hotel/restaurant,-1,5,3,10,8,-1,2,10,1,-1,8,3,10,0,9,-1,10,-1,2,10,-1,2,10,-1,-1,4,-1
P7J8SFJ,1/10/2018,F,M,1964,Iron Man,politicians,10,6,10,4,1,8,10,9,4,-1,10,5,-1,8,7,8,9,-1,7,-1,4,10,-1,6,8,-1,10
XJ2B6TT,1/9/2017,F,M,1966,Black Widow,politicians,-1,1,9,9,4,5,4,-1,8,8,1,10,4,10,-1,-1,-1,-1,-1,0,-1,-1,4,10,-1,4,0
N2TLQET,1/7/2017,M,M,1983,Iron Man,politicians,10,-1,10,2,10,-1,10,4,10,5,6,7,1,2,-1,7,5,1,-1,10,0,-1,3,-1,9,7,5
66EMX29,1/5/2017,M,M,1965,Groot,politicians,-1,-1,4,7,7,5,2,-1,4,10,1,8,5,5,10,1,7,6,-1,3,9,8,6,-1,0,4,-1
XF9GM02,1/4/2018,M,M,1987,Black Widow,shopkeepers,0,10,0,3,4,3,8,4,9,-1,3,10,-1,8,4,10,3,0,-1,7,10,5,9,10,2,1,6
0VHPQDV,1/4/2018,M,M,1968,Thanos,hotel/restaurant,-1,-1,1,5,8,10,10,4,2,2,10,8,5,-1,7,5,-1,7,10,1,-1,10,-1,-1,1,-1,-1
D5LT3OU,1/12/2019,M,U,1979,Iron Man,politicians,10,-1,10,1,-1,1,10,-1,-1,0,9,9,8,-1,6,-1,-1,-1,-1,8,6,0,-1,-1,5,5,2
9AJM1FS,1/10/2019,F,W,1969,Thanos,politicians,1,5,4,-1,2,10,8,-1,9,10,10,2,-1,8,7,-1,-1,2,10,2,-1,10,-1,-1,5,8,1
VVHDGL5,1/3/2018,M,M,1973,Iron Man,politicians,10,0,10,1,0,9,10,6,-1,6,0,8,1,6,6,-1,-1,0,1,-1,-1,2,5,0,8,-1,2
UBCICQU,1/3/2018,M,M,1981,Black Widow,politicians,-1,0,-1,3,-1,6,0,1,10,8,8,-1,6,-1,10,-1,6,1,6,10,-1,6,3,10,-1,5,10
U2J364M,1/9/2019,M,M,1994,Black Widow,politicians,-1,3,1,-1,1,8,4,1,-1,2,-1,2,4,9,-1,0,-1,7,7,7,10,-1,9,10,7,2,-1
04A7SYE,1/12/2019,M,U,1981,Thanos,politicians,-1,7,4,7,-1,10,-1,2,-1,9,10,-1,-1,10,0,6,8,5,10,0,3,10,0,3,7,4,4
UK2PH5X,1/7/2019,M,M,1982,Spider-Man,politicians,6,-1,1,2,4,8,-1,8,3,7,-1,10,7,9,2,10,2,7,0,-1,6,6,10,1,10,-1,10
ISOOU56,1/1/2019,M,M,1970,Groot,politicians,6,1,8,5,-1,-1,5,-1,9,10,4,8,3,-1,10,3,3,8,10,1,9,7,2,1,-1,8,2
IX1OF3J,1/7/2020,F,M,1987,Thanos,politicians,-1,-1,9,2,-1,10,-1,4,-1,4,10,-1,-1,2,7,-1,-1,-1,10,7,8,10,1,9,10,6,-1
27Q9QX0,1/11/2017,M,M,1967,Iron Man,hotel/restaurant,10,-1,10,0,5,7,10,8,0,8,5,7,9,5,6,10,7,2,3,-1,3,5,-1,3,8,-1,7
NVSRZWJ,1/12/2019,M,M,1960,Loki,hotel/restaurant,7,4,4,10,7,-1,4,10,-1,6,6,-1,-1,-1,-1,6,10,5,10,4,-1,5,1,4,-1,6,0
M6X808E,1/3/2016,F,M,1982,Groot,politicians,-1,2,-1,-1,-1,-1,-1,5,3,10,4,3,3,10,10,-1,-1,9,7,5,-1,4,7,0,10,2,4
07UIG7I,1/12/2010,M,U,1956,Iron Man,politicians,10,0,10,7,2,-1,10,3,7,-1,8,-1,-1,-1,7,-1,-1,0,2,2,3,0,1,3,1,5,5
Z4GV25S,1/12/2016,M,M,1990,Iron Man,hotel/restaurant,10,9,10,5,3,-1,10,5,3,-1,8,-1,-1,2,9,4,-1,-1,-1,2,-1,3,-1,-1,-1,9,3
F8MA2UL,1/2/2019,M,S,1998,Captain America,hotel/restaurant,1,-1,2,9,10,0,-1,-1,10,1,6,0,10,-1,4,8,10,1,1,5,-1,1,0,-1,-1,10,7
JLJXLIL,1/5/2018,M,M,1988,Groot,shopkeepers,9,-1,-1,8,-1,-1,8,-1,2,10,2,3,6,0,10,8,6,3,6,2,1,4,2,1,10,8,1
IG8G2QY,1/8/2014,F,M,1988,Ant-Man,politicians,-1,10,6,9,1,5,10,5,8,0,-1,10,7,-1,7,-1,0,1,5,10,2,6,10,0,-1,-1,9
CJVHT23,1/5/2014,M,M,1969,Black Widow,politicians,2,1,8,5,9,1,-1,7,-1,-1,9,9,-1,-1,0,-1,5,8,2,7,9,-1,0,10,3,4,8
XK46M92,1/1/2020,M,M,1973,Black Widow,politicians,3,6,2,-1,5,0,7,-1,4,-1,-1,-1,9,5,10,-1,4,-1,0,-1,1,9,3,10,0,8,5
2UDFWD0,1/3/2016,F,S,1986,Captain America,politicians,-1,8,-1,6,10,-1,8,4,10,1,3,0,10,1,5,10,-1,-1,1,9,9,10,4,2,2,8,3
LZCEVK9,1/9/2018,M,M,1981,Black Widow,politicians,7,9,-1,-1,6,1,0,10,6,-1,-1,10,9,6,6,-1,3,8,8,10,6,3,6,10,-1,4,-1
O8525YD,1/5/2012,M,U,1961,Captain America,politicians,4,-1,8,10,10,-1,-1,-1,10,5,9,4,10,7,-1,-1,3,-1,1,3,-1,-1,2,-1,8,2,5
RFX7MGV,1/5/2019,M,M,1978,Thanos,politicians,0,2,5,-1,6,10,3,-1,9,3,10,0,-1,7,7,3,8,6,10,-1,-1,10,0,7,6,1,1
DEOCAVF,1/12/2016,M,M,1978,Loki,politicians,8,1,6,10,3,0,7,10,6,-1,-1,1,5,10,-1,6,10,-1,1,-1,3,9,9,7,10,5,8
Y9UXED0,1/4/2019,M,M,1980,Spider-Man,politicians,-1,0,-1,0,8,9,-1,0,-1,2,-1,5,8,-1,4,10,7,2,0,6,7,-1,10,6,-1,10,10
2WP4AH2,1/5/2018,M,M,1980,MJ,shopkeepers,7,2,-1,2,3,6,2,5,-1,-1,8,-1,2,-1,9,10,8,8,-1,1,6,9,10,-1,4,1,10
NM0FMNU,1/6/2019,M,S,1975,MJ,shopkeepers,10,4,6,-1,10,6,8,9,8,9,8,5,-1,10,5,10,-1,3,4,5,8,-1,10,-1,9,6,10
80CVU77,1/11/2018,M,M,1972,Iron Man,politicians,10,3,10,5,10,-1,10,-1,7,5,4,5,1,3,7,9,7,-1,-1,0,2,-1,9,5,-1,7,-1
RUGACS6,1/5/2018,M,M,1962,Iron Man,shopkeepers,10,0,10,5,3,10,10,8,-1,2,1,0,10,-1,1,6,-1,9,-1,-1,2,9,2,-1,9,-1,0
4U4M2ZG,1/7/2019,M,M,1991,Black Widow,politicians,5,5,1,3,8,9,-1,-1,-1,10,-1,7,1,-1,-1,0,-1,9,4,7,-1,5,2,10,-1,-1,7
ILC1U5S,1/9/2017,F,M,1993,Pepper Potts,hotel/restaurant,10,-1,10,7,10,-1,10,6,-1,0,1,-1,2,7,0,1,-1,-1,9,4,10,2,10,4,1,7,9
9SUQMGM,1/4/2020,F,M,1981,Iron Man,hotel/restaurant,10,7,10,5,-1,6,10,-1,9,10,2,7,4,10,8,8,4,10,-1,9,-1,7,-1,7,5,5,9
56ZXW0M,1/12/2018,F,M,1975,Iron Man,politicians,10,10,10,1,2,5,10,5,7,0,3,-1,3,1,2,-1,10,-1,3,-1,2,7,10,9,5,7,9
634NNK6,1/1/2020,M,M,1972,Spider-Man,politicians,10,3,10,2,2,-1,5,10,9,4,-1,-1,2,8,3,10,10,8,4,4,5,-1,10,-1,6,5,10
GUXGFRP,1/9/2014,F,U,1982,Iron Man,politicians,10,1,10,8,2,3,10,7,9,1,-1,-1,-1,4,4,2,-1,7,-1,1,0,8,2,9,7,8,7
BFROLVX,1/8/2012,F,U,1974,Iron Man,politicians,10,-1,10,4,4,7,10,-1,8,7,0,9,1,0,-1,-1,7,-1,6,-1,7,6,8,-1,10,6,-1
ACWFSLN,1/1/2020,F,M,1981,Captain America,politicians,-1,-1,6,5,10,2,5,-1,10,7,1,-1,10,-1,-1,4,2,2,4,1,1,4,8,10,10,3,-1
I1XEBZM,1/5/2018,M,M,1984,Iron Man,shopkeepers,10,0,10,8,1,2,10,2,2,9,9,9,2,5,7,-1,-1,5,-1,8,3,3,2,10,6,6,-1
6R4PA83,1/10/2014,M,U,1967,Black Widow,politicians,-1,-1,3,-1,-1,6,8,3,-1,6,3,5,4,2,2,1,-1,5,8,7,10,3,5,10,-1,4,-1
